name,year,team,position,specific_position,rating,is_fired,is_promoted,is_assistant_hc,is_interim_hc,is_interim_coordinator
John Pagano,2018,Texans,Position,Outside Linebackers Coach,5,0,,0,,
Bobby King,2018,Texans,Position,Inside Linebackers Coach,5,0,,0,,
Anthony Midget,2018,Texans,Position,Secondary Coach,5,0,,0,,
Matt O'Donnell,2018,Texans,Position,Defensive Quality Control Coach,5,0,,0,,
Bill O'Brien,2019,Texans,Head Coach,Head Coach,10,0,,0,,
Tim Kelly,2019,Texans,Coordinator,Offensive Coordinator,7.5,0,,0,,
Romeo Crennel,2019,Texans,Coordinator,Defensive Coordinator,7.5,0,,1,,
Brad Seely,2019,Texans,Coordinator,Special Teams Coordinator,7.5,0,,0,,
Carl Smith,2019,Texans,Position,Quarterbacks Coach,5,0,,0,,
John Perry,2019,Texans,Position,Wide Receivers Coach,5,0,,0,,
Mike Devlin,2019,Texans,Position,Offensive Line Coach,5,0,,0,,
Danny Barrett,2019,Texans,Position,Running Backs Coach,5,0,,0,,
Will Lawing,2019,Texans,Position,Tight Ends Coach,5,0,,0,,
Anthony Weaver,2019,Texans,Position,Defensive Line Coach,5,0,,0,,
John Pagano,2019,Texans,Position,Outside Linebackers Coach,5,0,,0,,
Bobby King,2019,Texans,Position,Inside Linebackers Coach,5,0,,0,,
Anthony Midget,2019,Texans,Position,Secondary Coach,5,0,,0,,
Gus Bradley,2015,Jaguars,Head Coach,Head Coach,10,0,,0,,
Greg Olson,2015,Jaguars,Coordinator,Offensive Coordinator,7.5,0,,0,,
Bob Babich,2015,Jaguars,Coordinator,Defensive Coordinator,7.5,0,,0,,
Mike Mallory,2015,Jaguars,Coordinator,Special Teams Coordinator,7.5,0,,0,,
Todd Wash,2015,Jaguars,Position,Defensive Run Game Coordinator,5,0,,0,,
Nathaniel Hackett,2015,Jaguars,Position,Quarterbacks Coach,5,0,,0,,
Jerry Sullivan,2015,Jaguars,Position,Wide Receivers Coach,5,0,,0,,
Doug Marrone,2015,Jaguars,Position,Offensive Line Coach,5,0,,1,,
Kelly Skipper,2015,Jaguars,Position,Running Backs Coach,5,0,,0,,
Ron Middleton,2015,Jaguars,Position,Tight Ends Coach,5,0,,0,,
Robert Saleh,2015,Jaguars,Position,Linebackers Coach,5,0,,0,,
DeWayne Walker,2015,Jaguars,Position,Defensive Backs Coach,5,0,,0,,
Gus Bradley,2016,Jaguars,Head Coach,Head Coach,10,1,,0,,
Greg Olson,2016,Jaguars,Coordinator,Offensive Coordinator,7.5,1,,0,,
Todd Wash,2016,Jaguars,Coordinator,Defensive Coordinator,7.5,0,,0,,
Mike Mallory,2016,Jaguars,Coordinator,Special Teams Coordinator,7.5,0,,0,,
Nathaniel Hackett,2016,Jaguars,Position,Quarterbacks Coach,5,0,1,0,,1
Jerry Sullivan,2016,Jaguars,Position,Wide Receivers Coach,5,0,,0,,
Doug Marrone,2016,Jaguars,Position,Offensive Line Coach,5,0,1,1,1,
Kelly Skipper,2016,Jaguars,Position,Running Backs Coach,5,0,,0,,
Ron Middleton,2016,Jaguars,Position,Tight Ends Coach,5,0,,0,,
Robert Saleh,2016,Jaguars,Position,Linebackers Coach,5,0,,0,,
DeWayne Walker,2016,Jaguars,Position,Defensive Backs Coach,5,0,,0,,
Doug Marrone,2017,Jaguars,Head Coach,Head Coach,10,0,,0,,
Nathaniel Hackett,2017,Jaguars,Coordinator,Offensive Coordinator,7.5,0,,0,,
Todd Wash,2017,Jaguars,Coordinator,Defensive Coordinator,7.5,0,,0,,
Joe DeCamillis,2017,Jaguars,Coordinator,Special Teams Coordinator,7.5,0,,0,,
Scott Milanovich,2017,Jaguars,Position,Quarterbacks Coach,5,0,,0,,
Keenan McCardell,2017,Jaguars,Position,Wide Receivers Coach,5,0,,0,,
Pat Flaherty,2017,Jaguars,Position,Offensive Line Coach,5,0,,0,,
Tyrone Wheatley,2017,Jaguars,Position,Running Backs Coach,5,0,,0,,
Ron Middleton,2017,Jaguars,Position,Tight Ends Coach,5,0,,0,,
Marion Hobby,2017,Jaguars,Position,Defensive Line Coach,5,0,,0,,
Mark Collins,2017,Jaguars,Position,Linebackers Coach,5,0,,0,,
Perry Fewell,2017,Jaguars,Position,Secondary Coach,5,0,,0,,
Doug Marrone,2018,Jaguars,Head Coach,Head Coach,10,0,,0,,
Nathaniel Hackett,2018,Jaguars,Coordinator,Offensive Coordinator,7.5,1,,0,,
Todd Wash,2018,Jaguars,Coordinator,Defensive Coordinator,7.5,0,,0,,
Joe DeCamillis,2018,Jaguars,Coordinator,Special Teams Coordinator,7.5,0,,0,,
Scott Milanovich,2018,Jaguars,Position,Quarterbacks Coach,5,0,1,0,,1
Keenan McCardell,2018,Jaguars,Position,Wide Receivers Coach,5,0,,0,,
Pat Flaherty,2018,Jaguars,Position,Offensive Line Coach,5,0,,0,,
Tyrone Wheatley,2018,Jaguars,Position,Running Backs Coach,5,0,,0,,
Ron Middleton,2018,Jaguars,Position,Tight Ends Coach,5,0,,0,,
Marion Hobby,2018,Jaguars,Position,Defensive Line Coach,5,0,,0,,
Mark Collins,2018,Jaguars,Position,Linebackers Coach,5,0,,0,,
Perry Fewell,2018,Jaguars,Position,Secondary Coach,5,0,,0,,
Doug Marrone,2019,Jaguars,Head Coach,Head Coach,10,0,,0,,
John DeFilippo,2019,Jaguars,Coordinator,Offensive Coordinator,7.5,0,,0,,
Todd Wash,2019,Jaguars,Coordinator,Defensive Coordinator,7.5,0,,0,,
Joe DeCamillis,2019,Jaguars,Coordinator,Special Teams Coordinator,7.5,0,,0,,
Scott Milanovich,2019,Jaguars,Position,Quarterbacks Coach,5,0,,0,,
Keenan McCardell,2019,Jaguars,Position,Wide Receivers Coach,5,0,,0,,
George Warhop,2019,Jaguars,Position,Offensive Line Coach,5,0,,0,,
Terry Robiskie,2019,Jaguars,Position,Running Backs Coach,5,0,,0,,
Ron Middleton,2019,Jaguars,Position,Tight Ends Coach,5,0,,0,,
Jason Rebrovich,2019,Jaguars,Position,Defensive Line Coach,5,0,,0,,
Mark Collins,2019,Jaguars,Position,Linebackers Coach,5,0,,0,,
Joe Danna,2019,Jaguars,Position,Safeties Coach,5,0,,0,,
Tim Walton,2019,Jaguars,Position,Cornerbacks Coach,5,0,,0,,
Kliff Kingsbury,2020,Cardinals,Head Coach,Head Coach,10,,0,,,
Vance Joseph,2020,Cardinals,Coordinator,Defensive Coordinator,7.5,,0,,,
Jeff Rodgers,2020,Cardinals,Coordinator,Special Teams Coordinator,7.5,,0,,,
Tom Clements,2020,Cardinals,Coordinator,Offensive Pass Game Coordinator,7.5,,0,1,,
David Raih,2020,Cardinals,Position,Wide receiver Coach,5,,0,,,
Sean Kugler,2020,Cardinals,Position,Offensive Line Coach,5,,0,,,
James Saxon,2020,Cardinals,Position,Running Back Coach,5,,0,,,
Steve Heiden,2020,Cardinals,Position,Tight Ends Coach,5,,0,,,
Jim Drayton,2020,Cardinals,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Bill Davis,2020,Cardinals,Position,Linebacker Coach,5,,0,,,
Brenston Buckner,2020,Cardinals,Position,Defensive Line Coach,5,,0,,,
Charlie Bullen,2020,Cardinals,Position,Outside Linebackers Coach,5,,0,,,
Greg Williams,2020,Cardinals,Position,Cornerbacks Coach,5,,0,,,
Marcus Robertson,2020,Cardinals,Position,Defensive backs Coach,5,,0,,,
Rob Grosso,2020,Cardinals,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Kliff Kingsbury,2021,Cardinals,Head Coach,Head Coach,10,,0,,,
Vance Joseph,2021,Cardinals,Coordinator,Defensive Coordinator,7.5,,0,,,
Jeff Rodgers,2021,Cardinals,Coordinator,Special teams Coordinator,7.5,,0,1,,
Cameron Turner,2021,Cardinals,Position,Quarterbacks Coach,5,,0,,,
Shawn Jefferson,2021,Cardinals,Position,Wide receiver Coach,5,,0,,,
Sean Kugler,2021,Cardinals,Coordinator,"Offensive (run game) Coordinator, offensive line Coach",7.5,,0,,,
James Saxon,2021,Cardinals,Position,Running Back Coach,5,,0,,,
Steve Heiden,2021,Cardinals,Position,Tight Ends Coach,5,,0,,,
Jim Dray,2021,Cardinals,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Bill Davis,2021,Cardinals,Position,Linebacker Coach,5,,0,,,
Brenston Buckner,2021,Cardinals,Position,Defensive Line Coach,5,,0,,,
Charlie Bullen,2021,Cardinals,Position,Outside Linebackers Coach,5,,0,,,
Greg Williams,2021,Cardinals,Position,Cornerbacks Coach,5,,0,,,
Marcus Robertson,2021,Cardinals,Position,Defensive backs Coach,5,,0,,,
Rob Grosso,2021,Cardinals,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Kliff Kingsbury,2022,Cardinals,Head Coach,Head Coach,10,,0,,,
Vance Joseph,2022,Cardinals,Coordinator,Defensive Coordinator,7.5,,0,,,
Jeff Rodgers,2022,Cardinals,Coordinator,Special teams Coordinator,7.5,,0,,,
Cameron Turner,2022,Cardinals,Position,Quarterbacks Coach,5,,0,,,
Shawn Jefferson,2022,Cardinals,Position,Wide receiver Coach,5,,0,,,
Sean Kugler,2022,Cardinals,Coordinator,"Offensive (run game) Coordinator, offensive line Coach",7.5,,0,,,
James Saxon,2022,Cardinals,Position,Running Back Coach,5,,0,,,
Steve Heiden,2022,Cardinals,Position,Tight Ends Coach,5,,0,,,
Jim Dray,2022,Cardinals,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Bill Davis,2022,Cardinals,Position,Linebacker Coach,5,,0,,,
Matt Burke,2022,Cardinals,Position,Defensive Line Coach,5,,0,,,
Charlie Bullen,2022,Cardinals,Position,Outside Linebackers Coach,5,,0,,,
Greg Williams,2022,Cardinals,Position,Cornerbacks Coach,5,,0,,,
Marcus Robertson,2022,Cardinals,Position,Defensive backs Coach,5,,0,,,
Rob Grosso,2022,Cardinals,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Jonathan Gannon,2023,Cardinals,Head Coach,Head Coach,10,,0,,,
Nick Rallis,2023,Cardinals,Coordinator,Defensive Coordinator,7.5,,0,,,
Drew Petzing,2023,Cardinals,Coordinator,Offensive Coordinator,7.5,,0,,,
Jeff Rodgers,2023,Cardinals,Coordinator,Special Teams Coordinator,7.5,,0,1,,
Drew Terrell,2023,Cardinals,Position,Offensive Pass Game Coordinator,5,,0,,,
Israel Woolfork,2023,Cardinals,Position,Quarterbacks Coach,5,,0,,,
Klayton Adams,2023,Cardinals,Position,Offensive Line Coach,5,,0,,,
Autry Denson,2023,Cardinals,Position,Running Backs Coach,5,,0,,,
Ben Steele,2023,Cardinals,Position,Tight Ends Coach,5,,0,,,
Sam Siefkes,2023,Cardinals,Position,Linebacker Coach,5,,0,,,
Derrick Leblanc,2023,Cardinals,Position,Defensive Line Coach,5,,0,,,
Robert Rodriguez,2023,Cardinals,Position,Outside Linebackers Coach,5,,0,,,
Ryan Smith,2023,Cardinals,Position,Cornerbacks Coach,5,,0,,,
Patrick Toney,2023,Cardinals,Position,Defensive backs Coach,5,,0,,,
Connor Senger,2023,Cardinals,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Ronald Booker,2023,Cardinals,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Jonathan Gannon,2024,Cardinals,Head Coach,Head Coach,10,,0,,,
Nick Rallis,2024,Cardinals,Coordinator,Defensive Coordinator,7.5,,0,,,
Drew Petzing,2024,Cardinals,Coordinator,Offensive Coordinator,7.5,,0,,,
Jeff Rodgers,2024,Cardinals,Coordinator,Special Teams Coordinator,7.5,,0,1,,
Drew Terrell,2024,Cardinals,Position,Offensive Pass Game Coordinator,5,,0,,,
Israel Woolfork,2024,Cardinals,Position,Quarterbacks Coach,5,,0,,,
Klayton Adams,2024,Cardinals,Position,Offensive Line Coach,5,,0,,,
Autry Denson,2024,Cardinals,Position,Running Backs Coach,5,,0,,,
Ben Steele,2024,Cardinals,Position,Tight Ends Coach,5,,0,,,
Connor Senger,2024,Cardinals,Position,Linebacker Coach,5,,0,,,
Sam Siefkes,2024,Cardinals,Position,Defensive Line Coach,5,,0,,,
Derrick Leblanc,2024,Cardinals,Position,Outside Linebackers Coach,5,,0,,,
Robert Rodriguez,2024,Cardinals,Position,Cornerbacks Coach,5,,0,,,
Ryan Smith,2024,Cardinals,Position,Defensive Backs Coach,5,,0,,,
Patrick Toney,2024,Cardinals,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Ronald Booker,2024,Cardinals,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Dan Quinn,2020,Falcons,Head Coach,Head Coach,10,1,0,,,
Dirk Koetter,2020,Falcons,Coordinator,Offensive Coordinator,7.5,,0,,,
Raheem Morris,2020,Falcons,Coordinator,Defensive Coordinator,7.5,,1,,1,
Jeff Ulbrich,2020,Falcons,Position,Linebackers Coach,5,,1,1,,1
Ben Kotwica,2020,Falcons,Coordinator,Special Teams Coordinator,7.5,,0,,,
Joe Whitt Jr.,2020,Falcons,Position,Defensive Pass Game Coordinator,5,,0,,,
Tosh Lupoi,2020,Falcons,Position,Defensive Run Game Coordinator,5,,0,,,
Greg Knapp,2020,Falcons,Position,Quarterbacks Coach,5,,0,,,
Dave Brock,2020,Falcons,Position,Wide Receivers Coach,5,,0,,,
Chris Morgan,2020,Falcons,Position,Offensive Line Coach,5,,0,,,
Bernie Parmalee,2020,Falcons,Position,Running Backs Coach,5,,0,,,
Ben Steele,2020,Falcons,Position,Tight Ends Coach,5,,0,,,
Jess Simpson,2020,Falcons,Position,Defensive Line Coach,5,,0,,,
Aden Durde,2020,Falcons,Position,Outside Linebackers Coach,5,,0,,,
Chad Walker,2020,Falcons,Position,Safeties Coach,5,,0,,,
Arthur Smith,2021,Falcons,Head Coach,Head Coach,10,,0,,,
Dave Ragone,2021,Falcons,Coordinator,Offensive Coordinator,7.5,,0,,,
Dean Pees,2021,Falcons,Coordinator,Defensive Coordinator,7.5,,0,,,
Marquice Williams,2021,Falcons,Coordinator,Special Teams Coordinator,7.5,,0,,,
Charles London,2021,Falcons,Position,Quarterbacks Coach,5,,0,,,
Dave Brock,2021,Falcons,Position,Wide Receivers Coach,5,,0,,,
Dwayne Ledford,2021,Falcons,Position,Offensive Line Coach,5,,0,,,
Desmond Kitchings,2021,Falcons,Position,Running Backs Coach,5,,0,,,
Justin Peelle,2021,Falcons,Position,Tight Ends Coach,5,,0,,,
Gary Emanuel,2021,Falcons,Position,Defensive Line Coach,5,,0,,,
Frank Bush,2021,Falcons,Position,Linebackers Coach,5,,0,,,
Ted Monachino,2021,Falcons,Position,Outside Linebackers Coach,5,,0,,,
Jon Hoke,2021,Falcons,Position,Secondary Coach,5,,0,,,
Arthur Smith,2022,Falcons,Head Coach,Head Coach,10,,0,,,
Dave Ragone,2022,Falcons,Coordinator,Offensive Coordinator,7.5,,0,,,
Dean Pees,2022,Falcons,Coordinator,Defensive Coordinator,7.5,,0,,,
Marquice Williams,2022,Falcons,Coordinator,Special Teams Coordinator,7.5,,0,,,
Charles London,2022,Falcons,Position,Quarterbacks Coach,5,,0,,,
TJ Yates,2022,Falcons,Position,Wide Receivers Coach,5,,0,,,
Dwayne Ledford,2022,Falcons,Position,Offensive Line Coach,5,,0,,,
Michael Pitre,2022,Falcons,Position,Running Backs Coach,5,,0,,,
Justin Peelle,2022,Falcons,Position,Tight Ends Coach,5,,0,,,
Gary Emanuel,2022,Falcons,Position,Defensive Line Coach,5,,0,,,
Frank Bush,2022,Falcons,Position,Linebackers Coach,5,,0,,,
Ted Monachino,2022,Falcons,Position,Outside Linebackers Coach,5,,0,,,
Jon Hoke,2022,Falcons,Position,Secondary Coach,5,,0,,,
Arthur Smith,2023,Falcons,Head Coach,Head Coach,10,,0,,,
Jerry Gray,2023,Falcons,Coordinator,Assistant Head Coach,7.5,,0,1,,
Dave Ragone,2023,Falcons,Coordinator,Offensive Coordinator,7.5,,0,,,
Ryan Nielsen,2023,Falcons,Coordinator,Defensive Coordinator,7.5,,0,,,
Marquice Williams,2023,Falcons,Coordinator,Special Teams Coordinator,7.5,,0,,,
TJ Yates,2023,Falcons,Position,Wide Receivers Coach,5,,0,,,
Dwayne Ledford,2023,Falcons,Position,Offensive Line Coach,5,,0,,,
Michael Pitre,2023,Falcons,Position,Running Backs Coach,5,,0,,,
Justin Peelle,2023,Falcons,Position,Tight Ends Coach,5,,0,,,
Frank Bush,2023,Falcons,Position,Linebackers Coach,5,,0,,,
Steve Jackson,2023,Falcons,Position,Secondary Coach,5,,0,,,
Raheem Morris,2024,Falcons,Head Coach,Head Coach,10,,0,,,
Jerry Gray,2024,Falcons,Coordinator,Assistant Head Coach - Defense,7.5,,0,1,,
Zac Robinson,2024,Falcons,Coordinator,Offensive Coordinator,7.5,,0,,,
Jimmy Lake,2024,Falcons,Coordinator,Defensive Coordinator,7.5,,0,,,
Marquice Williams,2024,Falcons,Coordinator,Special Teams Coordinator,7.5,,0,,,
TJ Yates,2024,Falcons,Position,Quarterbacks Coach,5,,0,,,
Ike Hilliard,2024,Falcons,Position,Wide Receivers Coach,5,,0,,,
Dwayne Ledford,2024,Falcons,Position,Offensive Line Coach,5,,0,,,
Michael Pitre,2024,Falcons,Position,Running Backs Coach,5,,0,,,
Jay Rodgers,2024,Falcons,Position,Defensive Line Coach,5,,0,,,
Jacquies Smith,2024,Falcons,Position,Outside Linebackers Coach,5,,0,,,
Barrett Ruud,2024,Falcons,Position,Inside Linebackers Coach,5,,0,,,
Justin Hood,2024,Falcons,Position,Secondary Coach,5,,0,,,
John Harbaugh,2020,Ravens,Head Coach,Head Coach,10,,0,,,
Greg Roman,2020,Ravens,Coordinator,Offensive Coordinator,7.5,,0,,,
Don Martindale,2020,Ravens,Coordinator,Defensive Coordinator,7.5,,0,,,
Chris Horton,2020,Ravens,Coordinator,Special Teams Coordinator,7.5,,0,,,
Chris Hewitt,2020,Ravens,Coordinator,Pass Defense Coordinator,7.5,,0,,,
James Urban,2020,Ravens,Position,Quarterbacks Coach,5,,0,,,
David Culley,2020,Ravens,Position,Offensive Pass Game Coordinator,5,,0,1,,
Joe D'Alessandris,2020,Ravens,Position,Offensive Line Coach,5,,0,,,
Matt Weiss,2020,Ravens,Position,Running Backs Coach,5,,0,,,
Craig Ver Steeg,2020,Ravens,Position,Running Backs Coach,5,,0,,,
Bobby Engram,2020,Ravens,Position,Tight Ends Coach,5,,0,,,
Joe Cullen,2020,Ravens,Position,Defensive Line Coach,5,,0,,,
Sterling Lucas,2020,Ravens,Position,Defensive Line Coach,5,,0,,,
Mike Macdonald,2020,Ravens,Position,Linebackers Coach,5,,0,,,
Drew Wilkins,2020,Ravens,Position,Outside Linebackers Coach,5,,0,,,
Jesse Minter,2020,Ravens,Position,Defensive Backs Coach,5,,0,,,
John Harbaugh,2021,Ravens,Head Coach,Head Coach,10,,0,,,
Anthony Weaver,2021,Ravens,Coordinator,Assistant Head Coach,7.5,,0,1,,
Greg Roman,2021,Ravens,Coordinator,Offensive Coordinator,7.5,,0,,,
Don Martindale,2021,Ravens,Coordinator,Defensive Coordinator,7.5,,0,,,
Chris Horton,2021,Ravens,Coordinator,Special Teams Coordinator,7.5,,0,,,
Chris Hewitt,2021,Ravens,Position,Pass Defense Coordinator,5,,0,,,
James Urban,2021,Ravens,Position,Quarterbacks Coach,5,,0,,,
Tee Martin,2021,Ravens,Position,Wide Receivers Coach,5,,0,,,
Joe D'Alessandris,2021,Ravens,Position,Offensive Line Coach,5,,0,,,
Craig Ver Steeg,2021,Ravens,Position,Running Backs Coach,5,,0,,,
Bobby Engram,2021,Ravens,Position,Tight Ends Coach,5,,0,,,
Drew Wilkins,2021,Ravens,Position,Outside Linebackers Coach,5,,0,,,
Rob Ryan,2021,Ravens,Position,Inside Linebackers Coach,5,,0,,,
D'Anton Lynn,2021,Ravens,Position,Defensive Backs Coach,5,,0,,,
Travis Switzer,2021,Ravens,Quality Control,Offensive Quality Control,2.5,,0,,,
Jason Brooks,2021,Ravens,Quality Control,Offensive Quality Control,2.5,,0,,,
Jay Peterson,2021,Ravens,Quality Control,Defensive Quality Control,2.5,,0,,,
John Harbaugh,2022,Ravens,Head Coach,Head Coach,10,,0,,,
Anthony Weaver,2022,Ravens,Position,Defensive Line Coach,5,,0,1,,
Greg Roman,2022,Ravens,Coordinator,Offensive Coordinator,7.5,,0,,,
Mike Macdonald,2022,Ravens,Coordinator,Defensive Coordinator,7.5,,0,,,
Chris Horton,2022,Ravens,Coordinator,Special Teams Coordinator,7.5,,0,,,
Chris Hewitt,2022,Ravens,Position,Defensive Passing Game Coordinator,5,,0,,,
James Urban,2022,Ravens,Position,Quarterbacks Coach,5,,0,,,
Tee Martin,2022,Ravens,Position,Wide Receivers Coach,5,,0,,,
Joe D'Alessandris,2022,Ravens,Position,Offensive Line Coach,5,,0,,,
Craig Ver Steeg,2022,Ravens,Position,Running Backs Coach,5,,0,,,
George Godsey,2022,Ravens,Position,Tight Ends Coach,5,,0,,,
Rob Leonard,2022,Ravens,Position,Outside Linebackers Coach,5,,0,,,
Zach Orr,2022,Ravens,Position,Inside Linebackers Coach,5,,0,,,
D'Anton Lynn,2022,Ravens,Position,Safeties Coach,5,,0,,,
John Harbaugh,2023,Ravens,Head Coach,Head Coach,10,,0,,,
Anthony Weaver,2023,Ravens,Position,Defensive Line Coach,5,,0,1,,
Todd Monken,2023,Ravens,Coordinator,Offensive Coordinator,7.5,,0,,,
Mike Macdonald,2023,Ravens,Coordinator,Defensive Coordinator,7.5,,0,,,
Chris Hewitt,2023,Ravens,Position,Defensive Pass Game Coordinator,5,,0,,,
Chris Horton,2023,Ravens,Coordinator,Special Teams Coordinator,7.5,,0,,,
Tee Martin,2023,Ravens,Position,Quarterbacks Coach,5,,0,,,
Greg Lewis,2023,Ravens,Position,Wide Receivers Coach,5,,0,,,
Joe D'Alessandris,2023,Ravens,Position,Offensive Line Coach,5,,0,,,
Willie Taggart,2023,Ravens,Position,Running Backs Coach,5,,0,,,
George Godsey,2023,Ravens,Position,Tight Ends Coach,5,,0,,,
Danny Breyer,2023,Ravens,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Travis Switzer,2023,Ravens,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Chuck Smith,2023,Ravens,Position,Outside Linebackers Coach,5,,0,,,
Zach Orr,2023,Ravens,Position,Inside Linebackers Coach,5,,0,,,
Dennard Wilson,2023,Ravens,Position,Defensive Backs Coach,5,,0,,,
Daniel Stern,2023,Ravens,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Matt Robinson,2023,Ravens,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
T.J. Weist,2023,Ravens,Position,Special Teams Coach,5,,0,,,
John Harbaugh,2024,Ravens,Head Coach,Head Coach,10,,0,,,
Chris Hewitt,2024,Ravens,Position,Defensive Pass Game Coordinator,5,,0,1,,
Todd Monken,2024,Ravens,Coordinator,Offensive Coordinator,7.5,,0,,,
Zach Orr,2024,Ravens,Coordinator,Defensive Coordinator,7.5,,0,,,
Travis Switzer,2024,Ravens,Position,Run Game Coordinator,5,,0,,,
Chris Horton,2024,Ravens,Coordinator,Special Teams Coordinator,7.5,,0,,,
Tee Martin,2024,Ravens,Position,Quarterbacks Coach,5,,0,,,
Greg Lewis,2024,Ravens,Position,Wide Receivers Coach,5,,0,,,
Joe D'Alessandris,2024,Ravens,Position,Offensive Line Coach,5,,0,,,
Willie Taggart,2024,Ravens,Position,Running Backs Coach,5,,0,,,
George Godsey,2024,Ravens,Position,Tight Ends Coach,5,,0,,,
Adam Schrack,2024,Ravens,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Dennis Johnson,2024,Ravens,Position,Defensive Line Coach,5,,0,,,
Matt Robinson,2024,Ravens,Position,Outside Linebackers Coach,5,,0,,,
Mark DeLeone,2024,Ravens,Position,Inside Linebackers Coach,5,,0,,,
Doug Mallory,2024,Ravens,Position,Secondary Coach,5,,0,,,
Brendan Clark,2024,Ravens,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Sean McDermott,2020,Bills,Head Coach,Head Coach,10,,0,,,
Brian Daboll,2020,Bills,Coordinator,Offensive Coordinator,7.5,,0,,,
Leslie Frazier,2020,Bills,Coordinator,Defensive Coordinator,7.5,,0,1,,
